study,pubmed.id,country,authors,title,publication,doi,email,year,Study,UniqueStudy,Etiology,lingual,Side deaf,Severeity,Number Hearing loss,HL Male,HL Female,HL age,HL Age sd,HL rangeLow,HL rangeHigh,Avg dB HL mean,Avg dB HL SD,LeftEarHL-mean,LeftEarHL-sd,LeftEarHL-range,RightEarHL-mean,RightEarHL-sd,RightEarHL-range,SIGN,Number Control,Con Male,Con Female,Con Age,Con Age sd,Con rangeLow,Con rangeHigh,Handedness,MRI Machine,Coils,MRI Tesla,Flip Angle,Repitition Time(ms),Echo Time (ms),Inversion Time (ms) ,NumberExcitations(NEX),AcqMatrix-x,AcqMatrix-y,Slices,thickness(mm),FOV (cm),Type,GeneralType,Technique,FWHM,Directions,System,MNI-x,MNI-y,MNI-z,Brodmann,Big area,ROI,Side,measure,matter,normal leaning,Deaf leaning,effect,Cohen's d,CC r ,SummaryLeaning,MeanControl,SDControl,MeanHL,SDHL,Z score,F test,t-value,P-value,ClusterSize,DoubleChecked,References,ScopusCitations
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,41,11,51,BA8,frontal,precentral gyrus,right,VBM,GM+WM,,,increase,0.7496,0.351,,,,,,,,,0.05,12000,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,-44,-11,58,BA6,frontal,precentral gyrus,left,VBM,GM+WM,,,increase,0.7496,0.351,,,,,,,,,0.05,360,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,41,12,-34,BA38,temporal lobe,STG,right,VBM,WM,,,increase,0.7496,0.351,,,,,,,,,0.05,5200,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,-47,11,-29,BA38,temporal lobe,STG,left,VBM,WM,,,increase,0.7496,0.351,,,,,,,,,0.05,160,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,42,22,-38,BA38,frontal,Frontal operculum,right,VBM,GM+WM,,,increase,0.7496,0.351,,,,,,,,,0.05,2400,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,36,-11,52,BA6,frontal,MFG,right,VBM,GM+WM,,,increase,0.7496,0.351,,,,,,,,,0.05,7600,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,22,-6,-16,BA53,entorhinal,Head of the hippocampus/Amygdala,right,VBM,GM+WM,,,,0.7496,0.351,,,,,,,,,0.05,320,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,-26,-6,-10,BA53,entorhinal,Head of the hippocampus/Amgydala,left,VBM,GM+WM,,,,0.7496,0.351,,,,,,,,,0.05,160,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,-47,-27,43,BA40,parietal,postcentral gyrus,left,VBM,GM+WM,,,increase,0.7496,0.351,,,,,,,,,0.05,280,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,-39,-47,55,BA7,temporal lobe,STG,left,VBM,WM,,,increase,0.7496,0.351,,,,,,,,,0.05,200,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,50,-6,9,BA4,temporal lobe,STG,right,VBM,WM,,,increase,0.7496,0.351,,,,,,,,,0.05,1600,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,-27,-72,36,BA39,parietal,Intraparietal sulcus,left,VBM,WM,,,increase,0.7496,0.351,,,,,,,,,0.05,1600,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,-59,-22,-17,BA21,temporal lobe,MTG,left,VBM,WM,,,increase,0.7496,0.351,,,,,,,,,0.05,720,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,55,-22,-7,BA22,temporal lobe,MTG,right,VBM,WM,,,increase,0.7496,0.351,,,,,,,,,0.05,120,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,-48,6,25,BA44,frontal,superior precentral sulcus ,left,VBM,GM+WM,,,,0.7496,0.351,,,,,,,,,0.05,2000,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,46,8,22,BA44,frontal,superior precentral sulcus,right,VBM,GM+WM,,,,0.7496,0.351,,,,,,,,,0.05,720,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,8,-58,-42,,cerebellum,cerebellum,right,VBM,GM+WM,,,increase,0.7496,0.351,,,,,,,,,0.05,2280,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,-38,34,19,BA46,frontal,Broca's area,left,VBM,GM+WM,,,increase,0.7496,0.351,,,,,,,,,0.05,4328,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,,,,,frontal,frontal lobe,bilateral,VBM,WM,,,increase,0.6817,0.3226,,,,,,,,,0.073,,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,,,,,cingulate cortex,limbic lobe,bilateral,VBM,WM,,,same,0.0093,0.0046,,,,,,,,,0.98,,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,,,,,occipital,occipital lobe,bilateral,VBM,WM,,,increase,0.268,0.1328,,,,,,,,,0.47,,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,,,,,parietal,parietal lobe,bilateral,VBM,WM,,,increase,0.5709,0.2745,,,,,,,,,0.13,,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,,,,,temporal lobe,temporal lobe,bilateral,VBM,WM,,,increase,0.7029,0.3316,,,,,,,,,0.065,,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,,,,,frontal,frontal lobe,bilateral,VBM,GM,,,increase,0.4118,0.2017,,,,,,,,,0.27,,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,,,,,cingulate cortex,limbic lobe,bilateral,VBM,GM,,,increase,0.1178,0.0588,,,,,,,,,0.75,,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,,,,,occipital,occipital lobe,bilateral,VBM,GM,,,increase,0.0232,0.0116,,,,,,,,,0.95,,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,,,,,parietal,parietal lobe,bilateral,VBM,GM,,,increase,0.4803,0.2335,,,,,,,,,0.2,,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,,,,,temporal lobe,temporal lobe,bilateral,VBM,GM,,,increase,0.3406,0.1679,,,,,,,,,0.36,,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,,,,,cingulate cortex,splenium of corpus callosum,bilateral,VBM,WM,,,increase,0.7428,0.3482,,,,,,,,,0.052,,y,y,y
Leporé et al. Hum Brain Mapp,19998367,USA,"Leporé N, Vachon P, Lepore F, Chou YY, Voss P, Brun CC, Lee AD, Toga AW, Thompson PM.",3D mapping of brain differences in native signing congenitally and prelingually deaf subjects.,Hum Brain Mapp. 2010 Jul;31(7):970-8.,https://doi.org/10.1002/hbm.20910,nlepore@loni.ucla.edu,2010,39,29,congenital,Prelingual,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,LSQ,16,24,8,8,,,,Right ,Siemens Magnetom,,1.5,15,1100,4.38,,,256,256,,1,25,MP-RAGE,T1,VBM,,,in-house,,,,,cingulate cortex,corpus callosum genu,bilateral,VBM,WM,,,increase,0.4118,0.2017,,,,,,,,,0.27,,y,y,y
Li et al. Hum Brain Mapp,21391270,China,"Li Y, Ding G, Booth JR, Huang R, Lv Y, Zang Y, He Y, Peng D.",Sensitive period for white-matter connectivity of superior temporal cortex in deaf people.,Hum Brain Mapp. 2012 Feb;33(2):349-59.,https://doi.org/10.1002/hbm.21215,Dinggsh@bnu.edu.cn; pdl3507@bnu.edu.cn,2012,40,30,congenital,Prelingual,bilateral,profound,60,22,38,21.1,2.26,17,28,100.5,7.37,100.1,7.73,91-120,101.3,7.68,91-120,CSL,38,17,21,21.8,2.25,17,28,Right ,Siemens Tim Trio,12 Channel,3,,8000,104,,,128,128,47,2.5,23,SE-EPI,SE-EPI,DTI,,64,FMRIB,53,-19,2,BA41,temporal lobe,STG,right,FA,WM,,,decrease,0.5868,0.2815,,0.412,,0.374,,,,,0.005,612,y,y,y
Li et al. Hum Brain Mapp,21391270,China,"Li Y, Ding G, Booth JR, Huang R, Lv Y, Zang Y, He Y, Peng D.",Sensitive period for white-matter connectivity of superior temporal cortex in deaf people.,Hum Brain Mapp. 2012 Feb;33(2):349-59.,https://doi.org/10.1002/hbm.21215,Dinggsh@bnu.edu.cn; pdl3507@bnu.edu.cn,2012,40,30,congenital,Prelingual,bilateral,profound,60,22,38,21.1,2.26,17,28,100.5,7.37,100.1,7.73,91-120,101.3,7.68,91-120,CSL,38,17,21,21.8,2.25,17,28,Right ,Siemens Tim Trio,13 Channel,3,,8000,104,,,128,128,47,2.5,23,SE-EPI,SE-EPI,DTI,,64,FMRIB,-40,-27,7,BA41,temporal lobe,HG,left,FA,WM,,,decrease,0.4392,0.2145,,0.437,,0.401,,,,,0.034,110,y,y,y
Li et al. Hum Brain Mapp,21391270,China,"Li Y, Ding G, Booth JR, Huang R, Lv Y, Zang Y, He Y, Peng D.",Sensitive period for white-matter connectivity of superior temporal cortex in deaf people.,Hum Brain Mapp. 2012 Feb;33(2):349-59.,https://doi.org/10.1002/hbm.21215,Dinggsh@bnu.edu.cn; pdl3507@bnu.edu.cn,2012,40,30,congenital,Prelingual,bilateral,profound,60,22,38,21.1,2.26,17,28,100.5,7.37,100.1,7.73,91-120,101.3,7.68,91-120,CSL,38,17,21,21.8,2.25,17,28,Right ,Siemens Tim Trio,14 Channel,3,,8000,104,,,128,128,47,2.5,23,SE-EPI,SE-EPI,DTI,,64,FMRIB,17,-36,28,,cingulate cortex,splenium of corpus callosum,bilateral,FA,WM,,,decrease,0.4128,0.2021,,0.713,,0.675,,,,,0.046,11,y,y,y
Li et al. Hum Brain Mapp,21391270,China,"Li Y, Ding G, Booth JR, Huang R, Lv Y, Zang Y, He Y, Peng D.",Sensitive period for white-matter connectivity of superior temporal cortex in deaf people.,Hum Brain Mapp. 2012 Feb;33(2):349-59.,https://doi.org/10.1002/hbm.21215,Dinggsh@bnu.edu.cn; pdl3507@bnu.edu.cn,2012,40,30,congenital,Prelingual,bilateral,profound,60,22,38,21.1,2.26,17,28,100.5,7.37,100.1,7.73,91-120,101.3,7.68,91-120,CSL,38,17,21,21.8,2.25,17,28,Right ,Siemens Tim Trio,15 Channel,3,,8000,104,,,128,128,47,2.5,23,SE-EPI,SE-EPI,DTI,,64,FMRIB,53,-19,2,BA41,temporal lobe,STG,right,AD,WM,,,decrease,0.1481,0.0738,,1.08,,1.07,,,,,0.47,,y,y,y
Li et al. Hum Brain Mapp,21391270,China,"Li Y, Ding G, Booth JR, Huang R, Lv Y, Zang Y, He Y, Peng D.",Sensitive period for white-matter connectivity of superior temporal cortex in deaf people.,Hum Brain Mapp. 2012 Feb;33(2):349-59.,https://doi.org/10.1002/hbm.21215,Dinggsh@bnu.edu.cn; pdl3507@bnu.edu.cn,2012,40,30,congenital,Prelingual,bilateral,profound,60,22,38,21.1,2.26,17,28,100.5,7.37,100.1,7.73,91-120,101.3,7.68,91-120,CSL,38,17,21,21.8,2.25,17,28,Right ,Siemens Tim Trio,16 Channel,3,,8000,104,,,128,128,47,2.5,23,SE-EPI,SE-EPI,DTI,,64,FMRIB,-40,-27,7,BA41,temporal lobe,HG,left,AD,WM,,,increase,0.3933,0.193,,1.09,,1.12,,,,,0.057,,y,y,y
Li et al. Hum Brain Mapp,21391270,China,"Li Y, Ding G, Booth JR, Huang R, Lv Y, Zang Y, He Y, Peng D.",Sensitive period for white-matter connectivity of superior temporal cortex in deaf people.,Hum Brain Mapp. 2012 Feb;33(2):349-59.,https://doi.org/10.1002/hbm.21215,Dinggsh@bnu.edu.cn; pdl3507@bnu.edu.cn,2012,40,30,congenital,Prelingual,bilateral,profound,60,22,38,21.1,2.26,17,28,100.5,7.37,100.1,7.73,91-120,101.3,7.68,91-120,CSL,38,17,21,21.8,2.25,17,28,Right ,Siemens Tim Trio,17 Channel,3,,8000,104,,,128,128,47,2.5,23,SE-EPI,SE-EPI,DTI,,64,FMRIB,17,-36,28,,cingulate cortex,splenium of corpus callosum,bilateral,AD,WM,,,decrease,0.4319,0.2111,,1.49,,1.49,,,,,0.037,,y,y,y
