Checked-RK,Checked-FAM,study,year,Study,UniqueStudy,Etiology,Side deaf,Severeity,Number Hearing loss,HL Male,HL Female,HL age,HL Age sd,HL rangeLow,HL rangeHigh,Avg dB HL mean,Avg dB HL SD,LeftEarHL-mean,LeftEarHL-sd,LeftEarHL-range,RightEarHL-mean,RightEarHL-sd,RightEarHL-range,SIGN,Number Control,Con Male,Con Female,Con Age,Con Age sd,Con rangeLow,Con rangeHigh,MRI Tesla,AcqMatrix-x,AcqMatrix-y,Slices,thickness(mm),FOV (cm),Type,GeneralType,Technique,Directions,System,MNI-x,MNI-y,MNI-z,Brodmann,Big area,ROI,Side,measure,matter,normal leaning,Deaf leaning,effect,Cohen's d,CC r ,
,,Benetti et al. Neuroimage,2018,34,24,congenital,bilateral,profound,14,7,7,32.79,7.21,,,,,,,,,,,ISL,15,5,10,34.07,5.97,,,4,112,112,37,2.29,10,SE-EPI,SE-EPI,DTI,60,FMRIB,,,,,temporal lobe,V2/3-posterior superior temporal sulcus-STG,right,RD,WM,,,increase,3.7947,0.8847,
,,Benetti et al. Neuroimage,2018,34,24,congenital,bilateral,profound,14,7,7,32.79,7.21,,,,,,,,,,,ISL,15,5,10,34.07,5.97,,,4,112,112,37,2.29,10,SE-EPI,SE-EPI,DTI,60,FMRIB,,,,,temporal lobe,V2/3-right posterior superior temporal sulcus-STG,right,AD,WM,,,increase,1.2649,0.5345,
,,Benetti et al. Neuroimage,2018,34,24,congenital,bilateral,profound,14,7,7,32.79,7.21,,,,,,,,,,,ISL,15,5,10,34.07,5.97,,,4,112,112,37,2.29,10,SE-EPI,SE-EPI,DTI,60,FMRIB,,,,,temporal lobe,middle lateral fusiform gyrusright posterior superior temporal sulcus-STG,right,FA,WM,,,decrease,3.0123,0.8331,
,,Benetti et al. Neuroimage,2018,34,24,congenital,bilateral,profound,14,7,7,32.79,7.21,,,,,,,,,,,ISL,15,5,10,34.07,5.97,,,4,112,112,37,2.29,10,SE-EPI,SE-EPI,DTI,60,FMRIB,,,,,temporal lobe,middle lateral fusiform gyrus right posterior superior temporal sulcus-STG,right,RD,WM,,,increase,5.9999,0.9487,
,,Benetti et al. Neuroimage,2018,34,24,congenital,bilateral,profound,14,7,7,32.79,7.21,,,,,,,,,,,ISL,15,5,10,34.07,5.97,,,4,112,112,37,2.29,10,SE-EPI,SE-EPI,DTI,60,FMRIB,,,,,temporal lobe,middle lateral fusiform gyrus right posterior superior temporal sulcus-STG,right,AD,WM,,,increase,3.5298,0.7845,
,,Wang et al. Chin J Med Img Tech,2009,35,25,congenital,bilateral,profound,6,2,4,20.8,2.2,,,,,,,,,,,CSL,6,2,4,23.5,2.7,,,3,256,256,45,3,,SE-EPI,SE-EPI,DTI,12,FMRIB,,,,BA41,temporal lobe,HG,left,FA,WM,,,increase,0.1189,0.0593,
,,Wang et al. Chin J Med Img Tech,2009,35,25,congenital,bilateral,profound,6,2,4,20.8,2.2,,,,,,,,,,,CSL,6,2,4,23.5,2.7,,,3,256,256,45,3,,SE-EPI,SE-EPI,DTI,12,FMRIB,,,,BA41,temporal lobe,HG,right,FA,WM,,,decrease,0.5222,0.2526,
,,Wang et al. Chin J Med Img Tech,2009,35,25,congenital,bilateral,profound,6,2,4,20.8,2.2,,,,,,,,,,,CSL,6,2,4,23.5,2.7,,,3,256,256,45,3,,SE-EPI,SE-EPI,DTI,12,FMRIB,,,,BA22,temporal lobe,STG,left,FA,WM,,,decrease,0.2306,0.1145,
,,Wang et al. Chin J Med Img Tech,2009,35,25,congenital,bilateral,profound,6,2,4,20.8,2.2,,,,,,,,,,,CSL,6,2,4,23.5,2.7,,,3,256,256,45,3,,SE-EPI,SE-EPI,DTI,12,FMRIB,,,,BA22,temporal lobe,STG,right,FA,WM,,,decrease,1.0875,0.4777,
,,Wang et al. Chin J Med Img Tech,2009,35,25,congenital,bilateral,profound,6,2,4,20.8,2.2,,,,,,,,,,,CSL,6,2,4,23.5,2.7,,,3,256,256,45,3,,SE-EPI,SE-EPI,DTI,12,FMRIB,,,,BA44,temporal lobe,pars opercularis,left,FA,WM,,,decrease,0.3831,0.1881,
,,Wang et al. Chin J Med Img Tech,2009,35,25,congenital,bilateral,profound,6,2,4,20.8,2.2,,,,,,,,,,,CSL,6,2,4,23.5,2.7,,,3,256,256,45,3,,SE-EPI,SE-EPI,DTI,12,FMRIB,,,,BA44,temporal lobe,pars opercularis,right,FA,WM,,,decrease,0.1703,0.0848,
,,Wang et al. Chin J Med Img Tech,2009,35,25,congenital,bilateral,profound,6,2,4,20.8,2.2,,,,,,,,,,,CSL,6,2,4,23.5,2.7,,,3,256,256,45,3,,SE-EPI,SE-EPI,DTI,12,FMRIB,,,,,temporal lobe,HG,asymmetry,FA,WM,leftward,,same,0.0753,0.0376,
,,Wang et al. Chin J Med Img Tech,2009,35,25,congenital,bilateral,profound,6,2,4,20.8,2.2,,,,,,,,,,,CSL,6,2,4,23.5,2.7,,,3,256,256,45,3,,SE-EPI,SE-EPI,DTI,12,FMRIB,,,,,temporal lobe,STG,asymmetry,FA,WM,leftward,leftward ,decrease,0.141,0.0703,decrease leftward leaning
,,Wang et al. Chin J Med Img Tech,2009,35,25,congenital,bilateral,profound,6,2,4,20.8,2.2,,,,,,,,,,,CSL,6,2,4,23.5,2.7,,,3,256,256,45,3,,SE-EPI,SE-EPI,DTI,12,FMRIB,,,,,temporal lobe,pars opercularis,asymmetry,FA,WM,leftward,leftward ,decrease,0.2021,0.1005,decrease leftward leaning
,,Tae Investig Magn Reson Imaging ,2015,36,26,congenital,bilateral,profound,8,4,4,15.6,1.19,13,17,,,101.83,9.66,92-118,104.5,10.84,97-118,KSL,9,2,7,15.2,1.09,14,18,1.5,256,256,160,1,25,T1,TFE,VBM,,SPM,-42,-21,10,BA41,temporal lobe,HG,left,VBM,GM,,,decrease,1.1819,0.5088,
,,Tae Investig Magn Reson Imaging ,2015,36,26,congenital,bilateral,profound,8,4,4,15.6,1.19,13,17,,,101.83,9.66,92-118,104.5,10.84,97-118,KSL,9,2,7,15.2,1.09,14,18,1.5,256,256,160,1,25,T1,TFE,VBM,,SPM,-3,-37,-8,,thalmus,IC,left,VBM,GM,,,decrease,1.3689,0.5648,
,,Tae Investig Magn Reson Imaging ,2015,36,26,congenital,bilateral,profound,8,4,4,15.6,1.19,13,17,,,101.83,9.66,92-118,104.5,10.84,97-118,KSL,9,2,7,15.2,1.09,14,18,1.5,256,256,160,1,25,T1,TFE,VBM,,SPM,3,-37,-8,,thalmus,IC,right,VBM,GM,,,decrease,1.3689,0.5648,
,,Tae Investig Magn Reson Imaging ,2015,36,26,congenital,bilateral,profound,8,4,4,15.6,1.19,13,17,,,101.83,9.66,92-118,104.5,10.84,97-118,KSL,9,2,7,15.2,1.09,14,18,1.5,256,256,160,1,25,T1,TFE,VBM,,SPM,-20,-46,12,,occipital,lingual gyrus,left,VBM,GM,,,decrease,1.3689,0.5648,
,,Tae Investig Magn Reson Imaging ,2015,36,26,congenital,bilateral,profound,8,4,4,15.6,1.19,13,17,,,101.83,9.66,92-118,104.5,10.84,97-118,KSL,9,2,7,15.2,1.09,14,18,1.5,256,256,160,1,25,T1,TFE,VBM,,SPM,-19,-38,-2,,thalmus,Thalamic reticular nucleus,left,VBM,GM,,,decrease,1.1819,0.5088,
,,Tae Investig Magn Reson Imaging ,2015,36,26,congenital,bilateral,profound,8,4,4,15.6,1.19,13,17,,,101.83,9.66,92-118,104.5,10.84,97-118,KSL,9,2,7,15.2,1.09,14,18,1.5,256,256,160,1,25,T1,TFE,VBM,,SPM,23,-39,17,,occipital,lingual gyrus,right,VBM,GM,,,decrease,1.2527,0.5308,
,,Tae Investig Magn Reson Imaging ,2015,36,26,congenital,bilateral,profound,8,4,4,15.6,1.19,13,17,,,101.83,9.66,92-118,104.5,10.84,97-118,KSL,9,2,7,15.2,1.09,14,18,1.5,256,256,160,1,25,T1,TFE,VBM,,SPM,-11,23,-8,BA34,hypothalamus,Nucleus accumbens,left,VBM,GM,,,decrease,1.3689,0.5648,
,,Tae Investig Magn Reson Imaging ,2015,36,26,congenital,bilateral,profound,8,4,4,15.6,1.19,13,17,,,101.83,9.66,92-118,104.5,10.84,97-118,KSL,9,2,7,15.2,1.09,14,18,1.5,256,256,160,1,25,T1,TFE,VBM,,SPM,5,21,-2,BA34,hypothalamus,Nucleus accumbens,right,VBM,GM,,,decrease,1.3511,0.5598,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,-24,18,58,BA8,frontal,superior frontal gyrus,left,VBM,GM,,,decrease,1.145,0.4968,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,-36,20,-10,BA47,frontal,inferior frontal gyrus,left,VBM,GM,,,decrease,1.2956,0.5437,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,-66,-14,-12,BA21,temporal lobe,superior temporal Gyrus,left,VBM,GM,,,decrease,1.5465,0.6117,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,-2,52,-10,BA11,frontal,medial frontal,left,VBM,GM,,,decrease,1.3686,0.5647,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,0,-26,42,BA31,cingulate cortex,Middle Cingulate Gyrus,left,VBM,GM,,,decrease,1.6103,0.6271,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,50,-4,46,BA6,frontal,middle frontal gyrus,right,VBM,GM,,,decrease,1.3275,0.553,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,50,0,2,BA22,temporal lobe,superior temporal Gyrus,right,VBM,GM,,,decrease,1.626,0.6309,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,62,-4,-14,BA21,temporal lobe,Middle Temporal Pole,right,VBM,GM,,,decrease,1.4393,0.5841,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,4,-66,12,BA7,parietal,precuneus,right,VBM,GM,,,decrease,1.6993,0.6475,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,-56,4,0,BA22,temporal lobe,superior temporal Gyrus,left,VBM,GM,,,decrease,1.2887,0.5416,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,-46,-30,16,BA13,temporal lobe,HG,left,VBM,GM,,,decrease,1.1291,0.4916,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,-8,48,2,BA13,frontal,medial frontal,left,VBM,GM,,,decrease,1.3572,0.5615,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,-6,-24,46,BA32,parietal,precuneus,left,VBM,GM,,,decrease,1.494,0.5985,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,-16,-102,-16,BA18,occipital,lingual gyrus,left,VBM,GM,,,decrease,1.8476,0.6786,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,-26,-42,-2,,entorhinal,Parahippocampal Gyrus,left,VBM,GM,,,decrease,1.3914,0.5711,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,56,4,0,BA22,temporal lobe,superior temporal Gyrus,right,VBM,GM,,,decrease,1.5214,0.6054,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,32,-22,18,BA13,temporal lobe,HG,right,VBM,GM,,,decrease,1.1861,0.5101,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,32,-36,46,BA3,parietal,supramarginal gyrus,right,VBM,GM,,,decrease,1.1952,0.513,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,6,-24,48,BA31,cingulate cortex,Middle Cingulate Gyrus,right,VBM,GM,,,decrease,1.5556,0.614,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,28,-70,32,BA19,occipital,superior occipital gyrus,right,VBM,GM,,,decrease,1.1701,0.505,
,,Feng et al. PNAS,2018,37,27,congenital,bilateral,moderate/severe,37,19,18,1.49,0.65,0.66,3.17,,,,,,,,,None,40,26,14,1.5,0.85,0.66,1.5,3,256,256,176,0.9,,MP-RAGE,T1,VBM,,FreeSurfer,32,-36,-6,BA54,entorhinal,Parahippocampal Gyrus,right,VBM,GM,,,decrease,1.4895,0.5973,
,,"Kumar U, Mishra M. Brain Res",2018,38,28,congenital,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,India,50,19.5,,,,,,3,224,256,192,1,,MP-RAGE,T1,VBM,,FreeSurfer,-25,-46,-14,BA37,temporal lobe,fusiform gyrus,left,VBM,GM,,,increase,1.4839,0.5959,
,,"Kumar U, Mishra M. Brain Res",2018,38,28,congenital,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,India,50,19.5,,,,,,3,224,256,192,1,,MP-RAGE,T1,VBM,,FreeSurfer,37,-48,-13,BA37,temporal lobe,fusiform gyrus,right,VBM,GM,,,increase,1.2183,0.5202,
,,"Kumar U, Mishra M. Brain Res",2018,38,28,congenital,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,India,50,19.5,,,,,,3,224,256,192,1,,MP-RAGE,T1,VBM,,FreeSurfer,-48,-22,5,BA41,temporal lobe,STG,left,Thickness,WM,,,increase,0.3969,0.1947,
,,"Kumar U, Mishra M. Brain Res",2018,38,28,congenital,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,India,50,19.5,,,,,,3,224,256,192,1,,MP-RAGE,T1,VBM,,FreeSurfer,58,-18,2,BA41,temporal lobe,STG,right,Thickness,WM,,,increase,0.3969,0.1947,
,,"Kumar U, Mishra M. Brain Res",2018,38,28,congenital,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,India,50,19.5,,,,,,3,224,256,192,1,,MP-RAGE,T1,VBM,,FreeSurfer,-26,31,47,BA46,frontal,middle frontal gyrus,left,VBM,GM,,,increase,1.0696,0.4716,
,,"Kumar U, Mishra M. Brain Res",2018,38,28,congenital,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,India,50,19.5,,,,,,3,224,256,192,1,,MP-RAGE,T1,VBM,,FreeSurfer,27,29,47,BA46,frontal,middle frontal gyrus,right,VBM,GM,,,increase,1.1184,0.4881,
,,"Kumar U, Mishra M. Brain Res",2018,38,28,congenital,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,India,50,19.5,,,,,,3,224,256,192,1,,MP-RAGE,T1,VBM,,FreeSurfer,-53,-36,-22,BA20,temporal lobe,ITG,left,VBM,GM,,,increase,1.2438,0.5281,
,,"Kumar U, Mishra M. Brain Res",2018,38,28,congenital,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,India,50,19.5,,,,,,3,224,256,192,1,,MP-RAGE,T1,VBM,,FreeSurfer,47,-37,-23,BA20,temporal lobe,ITG,right,VBM,GM,,,increase,1.1184,0.4881,
,,"Kumar U, Mishra M. Brain Res",2018,38,28,congenital,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,India,50,19.5,,,,,,3,224,256,192,1,,MP-RAGE,T1,VBM,,FreeSurfer,-8,15,46,BA6,parietal,Supplementary motor area,left,VBM,GM,,,increase,1.1679,0.5043,
,,"Kumar U, Mishra M. Brain Res",2018,38,28,congenital,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,India,50,19.5,,,,,,3,224,256,192,1,,MP-RAGE,T1,VBM,,FreeSurfer,57,-54,42,BA39,parietal,inferior parietal,right,VBM,GM,,,increase,1.1431,0.4962,
,,"Kumar U, Mishra M. Brain Res",2018,38,28,congenital,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,India,50,19.5,,,,,,3,224,256,192,1,,MP-RAGE,T1,VBM,,FreeSurfer,-47,-20,-6,BA48,temporal lobe,STG,left,VBM,WM,,,decrease,1.6559,0.6377,
,,"Kumar U, Mishra M. Brain Res",2018,38,28,congenital,bilateral,profound,50,,,19.5,,,,90,,90,,,90,,,India,50,19.5,,,,,,3,224,256,192,1,,MP-RAGE,T1,VBM,,FreeSurfer,48,-18,15,BA48,temporal lobe,STG,right,VBM,WM,,,decrease,1.4839,0.5959,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,51,4,16,BA6,frontal,Primary motor cortex/subcentral gyrus,bilateral,VBM,GM+WM,,,increase,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,-44,4,26,BA44,frontal,Primary motor cortex/subcentral gyrus,bilateral,VBM,GM+WM,,,increase,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,41,11,51,BA8,frontal,precentral gyrus,bilateral,VBM,GM+WM,,,increase,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,-44,-11,58,BA6,frontal,precentral gyrus,bilateral,VBM,GM+WM,,,increase,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,41,12,-34,BA38,temporal lobe,STG,bilateral,VBM,WM,,,increase,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,-47,11,-29,BA38,temporal lobe,STG,bilateral,VBM,WM,,,increase,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,42,22,-38,BA38,frontal,Frontal operculum,bilateral,VBM,GM+WM,,,increase,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,36,-11,52,BA6,frontal,MFG,bilateral,VBM,GM+WM,,,increase,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,22,-6,-16,BA53,entorhinal,Head of the hippocampus/Amygdala,bilateral,VBM,GM+WM,,,,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,-26,-6,-10,BA53,entorhinal,Head of the hippocampus/Amgydala,bilateral,VBM,GM+WM,,,,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,-47,-27,43,BA40,frontal,Primary somatosensory cortex,bilateral,VBM,GM+WM,,,increase,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,-39,-47,55,BA7,temporal lobe,STG,bilateral,VBM,GM+WM,,,increase,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,50,-6,9,BA4,temporal lobe,STG,bilateral,VBM,GM+WM,,,,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,-27,-72,36,BA39,parietal,Intraparietal sulcus,bilateral,VBM,GM+WM,,,,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,-59,-22,-17,BA21,temporal lobe,MTG,bilateral,VBM,GM+WM,,,,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,55,-22,-7,BA22,temporal lobe,MTG,bilateral,VBM,GM+WM,,,,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,-48,6,25,BA44,frontal,superior precentral sulcus ,bilateral,VBM,GM+WM,,,,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,46,8,22,BA44,frontal,superior precentral sulcus,bilateral,VBM,GM+WM,,,,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,8,-58,-42,,cerebellum,cerebellum,bilateral,VBM,GM+WM,,,increase,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,-38,34,19,BA46,frontal,Broca’s area,bilateral,VBM,GM+WM,,,,0.7496,0.351,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,,,,,frontal,frontal lobe,bilateral,VBM,WM,,,increase,0.6817,0.3226,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,,,,,cingulate cortex,limbic lobe,bilateral,VBM,WM,,,same,0.0093,0.0046,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,,,,,occipital,occipital lobe,bilateral,VBM,WM,,,increase,0.268,0.1328,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,,,,,parietal,parietal lobe,bilateral,VBM,WM,,,increase,0.5709,0.2745,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,bilateral,VBM,WM,,,increase,0.7029,0.3316,
